Event,Column 1,Column 2,Column 3,Column 4,Column 5
Event 138716823,0.228078,,,,
Event 138716815,,,,,
Event 138716839,,,,,
Event 138716820,-1.36,,,,
Event 138716828,,,,,
Event 138716861,,,,,
Event 138716852,,,,,
Event 138716863,,,,,
Event 138716874,,,,,
Event 138716856,,,,,
Event 138716872,,,,,
Event 138716880,,,,,
Event 138716870,,,,,
Event 138716836,-0.252529,,,,
Event 138716909,-0.901384,,,,
Event 138716867,,,,,
Event 138716908,,,,,
Event 138716882,,,,,
Event 138716897,,,,,
Event 138716849,,,,,
Event 138716876,,,,,
Event 138716889,,,,,
Event 138716940,,,,,
Event 138716910,,,,,
Event 138716932,,,,,
Event 138716887,,,,,
Event 138716948,,,,,
Event 138716917,1.50719,0.490954,,,
Event 138716945,,,,,
Event 138716915,,,,,
Event 138716942,,,,,
Event 138716944,2.8376,,,,
Event 138716954,,,,,
Event 138716956,,,,,
Event 138716943,,,,,
Event 138716981,,,,,
Event 138716998,1.14023,,,,
Event 138716974,,,,,
Event 138716996,0.407578,,,,
Event 138716966,,,,,
Event 138716990,,,,,
Event 138717006,,,,,
Event 138716989,,,,,
Event 138717011,,,,,
Event 138717029,,,,,
Event 138716941,,,,,
Event 138717005,,,,,
Event 138717010,-1.59683,,,,
Event 138717024,,,,,
Event 138717039,3.09679,,,,
Event 138717043,-1.43555,,,,
Event 138717054,,,,,
Event 138717015,,,,,
Event 138717000,,,,,
Event 138717045,,,,,
Event 138717091,-1.57587,,,,
Event 138716976,-0.446815,,,,
Event 138717065,,,,,
Event 138717079,,,,,
Event 138717046,,,,,
Event 138717052,,,,,
Event 138717090,2.08271,,,,
Event 138717092,2.95293,,,,
Event 138717075,,,,,
Event 138717053,,,,,
Event 138717119,1.44339,,,,
Event 138717100,,,,,
Event 138717098,-2.40994,,,,
Event 138717127,,,,,
Event 138717021,1.43703,,,,
Event 138717125,,,,,
Event 138717149,,,,,
Event 138717136,,,,,
Event 138717132,,,,,
Event 138717147,,,,,
Event 138717164,2.91226,,,,
Event 138717165,-1.79027,,,,
Event 138717102,,,,,
Event 138717153,2.2278,,,,
Event 138717121,,,,,
Event 138717167,,,,,
Event 138717176,,,,,
Event 138717192,2.3861,,,,
Event 138717138,,,,,
Event 138717173,,,,,
Event 138717081,,,,,
Event 138717170,2.23139,,,,
Event 138717204,,,,,
Event 138717206,,,,,
Event 138717224,-1.76942,,,,
Event 138717218,,,,,
Event 138717213,-2.63526,,,,
Event 138717171,-2.59414,,,,
Event 138717246,0.22639,,,,
Event 138717209,,,,,
Event 138717256,,,,,
Event 138717139,,,,,
Event 138717231,,,,,
Event 138717235,0.635048,,,,
Event 138717257,,,,,
Event 138717271,,,,,
Event 138717267,,,,,
Event 138717289,2.01351,,,,
Event 138717273,,,,,
Event 138717186,,,,,
Event 138717239,,,,,
Event 138717282,-1.35603,,,,
Event 138717314,,,,,
Event 138717287,,,,,
Event 138717300,-1.13113,,,,
Event 138717291,,,,,
Event 138717311,,,,,
Event 138717305,,,,,
Event 138717337,,,,,
Event 138717326,,,,,
Event 138717319,,,,,
Event 138717346,,,,,
Event 138717315,,,,,
Event 138717352,,,,,
Event 138717328,,,,,
Event 138717361,,,,,
Event 138717322,,,,,
Event 138717376,,,,,
Event 138717370,,,,,
Event 138717362,,,,,
Event 138717378,,,,,
Event 138717251,,,,,
Event 138717364,,,,,
Event 138717363,,,,,
Event 138717387,,,,,
Event 138717386,,,,,
Event 138717377,-1.8375,,,,
Event 138717423,,,,,
Event 138717321,,,,,
Event 138717428,,,,,
Event 138717349,,,,,
Event 138717417,,,,,
Event 138717429,,,,,
Event 138717379,,,,,
Event 138717385,,,,,
Event 138717440,,,,,
Event 138717427,,,,,
Event 138717459,,,,,
Event 138717461,-0.467344,,,,
Event 138717441,0.636542,,,,
Event 138717489,,,,,
Event 138717399,0.554303,,,,
Event 138717469,,,,,
Event 138717470,1.63492,,,,
Event 138717485,,,,,
Event 138717443,,,,,
Event 138717404,,,,,
Event 138717491,,,,,
Event 138717495,,,,,
Event 138717493,,,,,
Event 138717477,,,,,
Event 138717471,,,,,
Event 138717462,,,,,
Event 138717516,,,,,
Event 138717518,,,,,
Event 138717468,,,,,
Event 138717514,,,,,
Event 138717508,-0.573533,,,,
Event 138717552,,,,,
Event 138717549,,,,,
Event 138717554,,,,,
Event 138717499,-1.56456,,,,
Event 138717528,2.09412,,,,
Event 138717573,,,,,
Event 138717472,-0.78487,,,,
Event 138717540,,,,,
Event 138717581,0.920007,,,,
Event 138717563,,,,,
Event 138717589,,,,,
Event 138717522,,,,,
Event 138717562,,,,,
Event 138717592,,,,,
Event 138717577,,,,,
Event 138717597,,,,,
Event 138717598,,,,,
Event 138717564,,,,,
Event 138717553,2.95026,,,,
Event 138717624,,,,,
Event 138717622,,,,,
Event 138717576,,,,,
Event 138717611,,,,,
Event 138717629,,,,,
Event 138717570,,,,,
Event 138717648,,,,,
Event 138717636,,,,,
Event 138717637,,,,,
Event 138717595,-0.313763,,,,
Event 138717606,,,,,
Event 138717678,,,,,
Event 138717616,,,,,
Event 138717633,,,,,
Event 138717650,-0.126883,,,,
Event 138717686,,,,,
Event 138717681,,,,,
Event 138717692,2.98568,,,,
Event 138717699,,,,,
Event 138717685,,,,,
Event 138717694,,,,,
Event 138717679,,,,,
Event 138717704,,,,,
Event 138717706,-2.26537,,,,
Event 138717658,,,,,
Event 138717697,,,,,
Event 138717734,,,,,
Event 138717733,,,,,
Event 138717682,,,,,
Event 138717707,-2.98299,,,,
Event 138717721,,,,,
Event 138717741,1.06422,,,,
Event 138717726,,,,,
Event 138717752,,,,,
Event 138717713,,,,,
Event 138717761,,,,,
Event 138717655,,,,,
Event 138717764,,,,,
Event 138717744,,,,,
Event 138717759,,,,,
Event 138717778,,,,,
Event 138717776,,,,,
Event 138717783,,,,,
Event 138717736,,,,,
Event 138717798,,,,,
Event 138717762,-2.20959,,,,
Event 138717775,,,,,
Event 138717745,,,,,
Event 138717785,,,,,
Event 138717800,1.93554,,,,
Event 138717808,,,,,
Event 138717782,,,,,
Event 138717793,,,,,
Event 138717804,,,,,
Event 138717813,,,,,
Event 138717795,,,,,
Event 138717823,,,,,
Event 138717811,2.5905,,,,
Event 138717781,,,,,
Event 138717827,,,,,
Event 138717830,,,,,
Event 138717809,,,,,
Event 138717856,,,,,
Event 138717853,,,,,
Event 138717844,-2.23104,,,,
Event 138717870,,,,,
Event 138717843,,,,,
Event 138717829,,,,,
Event 138717877,,,,,
Event 138717824,-1.60224,,,,
Event 138717872,-1.89878,,,,
Event 138717875,,,,,
Event 138717851,-0.941859,,,,
Event 138717897,,,,,
Event 138717899,-2.24054,,,,
Event 138717861,,,,,
Event 138717873,,,,,
Event 138717912,,,,,
Event 138717942,,,,,
Event 138717862,,,,,
Event 138717910,,,,,
Event 138717927,,,,,
Event 138717924,1.84883,,,,
Event 138717940,-2.98226,,,,
Event 138717931,-0.245509,,,,
Event 138717939,,,,,
Event 138717921,,,,,
Event 138717952,,,,,
Event 138717943,,,,,
Event 138717945,,,,,
Event 138717975,-2.29179,,,,
Event 138717954,0.479927,,,,
Event 138717988,,,,,
Event 138717976,,,,,
Event 138717960,,,,,
Event 138718010,,,,,
Event 138717992,,,,,
Event 138717968,,,,,
Event 138717937,,,,,
Event 138718027,,,,,
Event 138717983,,,,,
Event 138718002,-2.9454,,,,
Event 138717991,,,,,
Event 138718032,,,,,
Event 138718039,-2.42316,,,,
Event 138718025,,,,,
Event 138718037,,,,,
Event 138718023,2.79867,,,,
Event 138718021,,,,,
Event 138718003,,,,,
Event 138718069,-2.85936,,,,
Event 138718059,,,,,
Event 138718058,,,,,
Event 138718077,,,,,
Event 138718035,,,,,
Event 138718040,-0.78197,,,,
Event 138718088,2.34146,,,,
Event 138718061,,,,,
Event 138718054,-2.5619,,,,
Event 138718074,,,,,
Event 138718089,,,,,
Event 138718045,,,,,
Event 138718101,-0.634621,,,,
Event 138718114,,,,,
Event 138718115,,,,,
Event 138718117,,,,,
Event 138718130,0.930969,,,,
Event 138718149,-0.629707,,,,
Event 138718131,,,,,
Event 138718134,,,,,
Event 138718094,-1.48314,,,,
Event 138718132,,,,,
Event 138718126,,,,,
Event 138718110,,,,,
Event 138718168,2.55585,,,,
Event 138718150,0.557777,,,,
Event 138718178,,,,,
Event 138718176,,,,,
Event 138718148,,,,,
Event 138718195,,,,,
Event 138718139,,,,,
Event 138718164,-1.97828,,,,
Event 138718143,,,,,
Event 138718207,,,,,
Event 138718153,,,,,
Event 138718185,-2.71912,,,,
Event 138718172,,,,,
Event 138718205,-0.892615,,,,
Event 138718155,,,,,
Event 138718175,,,,,
Event 138718202,,,,,
Event 138718193,0.380493,,,,
Event 138718213,,,,,
Event 138718214,,,,,
Event 138718215,,,,,
Event 138718196,,,,,
Event 138718210,0.980151,,,,
Event 138718220,,,,,
Event 144733148,-0.164277,,,,
Event 144733132,,,,,
Event 144733134,1.9864,,,,
Event 144733165,,,,,
Event 144733131,,,,,
Event 144733175,1.60891,,,,
Event 144733145,,,,,
Event 144733139,,,,,
Event 144733183,,,,,
Event 144733142,,,,,
Event 144733198,,,,,
Event 144733185,,,,,
Event 144733194,,,,,
Event 144733190,,,,,
Event 144733167,,,,,
Event 144733203,0.68912,,,,
Event 144733212,,,,,
Event 144733173,,,,,
Event 144733205,,,,,
Event 144733230,,,,,
Event 144733219,,,,,
Event 144733200,,,,,
Event 144733224,,,,,
Event 144733223,0.119864,,,,
Event 144733242,-2.16137,,,,
Event 144733237,,,,,
Event 144733225,,,,,
Event 144733238,,,,,
Event 144733226,,,,,
Event 144733275,2.55771,,,,
Event 144733240,,,,,
Event 144733251,,,,,
Event 144733179,-2.98751,,,,
Event 144733280,,,,,
Event 144733227,,,,,
Event 144733263,,,,,
Event 144733295,-1.28384,,,,
Event 144733245,,,,,
Event 144733265,,,,,
Event 144733244,-2.93997,,,,
Event 144733305,,,,,
Event 144733241,,,,,
Event 144733326,,,,,
Event 144733309,,,,,
Event 144733297,,,,,
Event 144733348,,,,,
Event 144733246,,,,,
Event 144733330,-1.89466,,,,
Event 144733327,,,,,
Event 144733358,,,,,
Event 144733359,,,,,
Event 144733296,,,,,
Event 144733357,,,,,
Event 144733332,,,,,
Event 144733373,,,,,
Event 144733353,1.44358,,,,
Event 144733361,,,,,
Event 144733354,-1.83957,,,,
Event 144733346,,,,,
Event 144733387,-0.57839,,,,
Event 144733342,,,,,
Event 144733383,,,,,
Event 144733371,,,,,
Event 144733382,,,,,
Event 144733391,3.08951,,,,
Event 144733400,,,,,
Event 144733398,,,,,
Event 144733386,,,,,
Event 144733393,,,,,
Event 144733406,3.10484,,,,
Event 144733399,,,,,
Event 144733449,,,,,
Event 144733429,,,,,
Event 144733395,,,,,
Event 144733441,,,,,
Event 144733463,0.423678,,,,
Event 144733419,-0.821916,,,,
Event 144733458,-0.140953,,,,
Event 144733446,1.11289,,,,
Event 144733431,,,,,
Event 144733410,,,,,
Event 144733459,,,,,
Event 144733512,,,,,
Event 144733533,,,,,
Event 144733499,-1.74693,,,,
Event 144733444,,,,,
Event 144733465,-1.21511,,,,
Event 144733516,,,,,
Event 144733457,-0.100238,,,,
Event 144733471,,,,,
Event 144733538,,,,,
Event 144733547,,,,,
Event 144733507,,,,,
Event 144733540,,,,,
Event 144733564,2.28875,,,,
Event 144733550,,,,,
Event 144733534,1.01231,,,,
Event 144733470,-2.54518,,,,
Event 144733522,,,,,
Event 144733552,0.218943,3.08398,,,
Event 144733556,,,,,
Event 144733570,,,,,
Event 144733573,,,,,
Event 144733566,,,,,
Event 144733536,,,,,
Event 144733565,-2.28759,,,,
Event 144733585,-2.94004,,,,
Event 144733579,,,,,
Event 144733596,0.0814064,,,,
Event 144733617,,,,,
Event 144733559,-1.64898,,,,
Event 144733578,,,,,
Event 144733571,-1.9255,,,,
Event 144733599,,,,,
Event 144733618,,,,,
Event 144733602,,,,,
Event 144733623,3.03865,,,,
Event 144733603,,,,,
Event 144733619,-1.21587,,,,
Event 144733626,,,,,
Event 144733647,,,,,
Event 144733588,,,,,
Event 144733629,,,,,
Event 144733633,,,,,
Event 144733636,-2.75571,,,,
Event 144733649,,,,,
Event 144733657,,,,,
Event 144733650,-0.0413797,,,,
Event 144733638,-0.932919,,,,
Event 144733672,1.43236,,,,
Event 144733615,0.153235,,,,
Event 144733669,,,,,
Event 144733671,,,,,
Event 144733670,,,,,
Event 144733654,-2.79541,,,,
Event 144733689,0.21736,,,,
Event 144733721,,,,,
Event 144733681,,,,,
Event 144733728,,,,,
Event 144733696,0.447183,,,,
Event 144733738,,,,,
Event 144733624,,,,,
Event 144733722,,,,,
Event 144733673,,,,,
Event 144733732,-2.93512,,,,
Event 144733688,,,,,
Event 144733740,,,,,
Event 144733748,,,,,
Event 144733755,,,,,
Event 144733777,,,,,
Event 144733757,,,,,
Event 144733708,,,,,
Event 144733800,0.653489,,,,
Event 144733762,-2.47468,,,,
Event 144733790,,,,,
Event 144733816,-1.53028,,,,
Event 144733760,-2.42948,,,,
Event 144733814,,,,,
Event 144733794,,,,,
Event 144733820,-2.02545,,,,
Event 144733822,,,,,
Event 144733692,,,,,
Event 144733840,-2.89949,,,,
Event 144733818,,,,,
Event 144733833,0.350403,,,,
Event 144733826,,,,,
Event 144733835,,,,,
Event 144733815,-2.98695,,,,
Event 144733867,,,,,
Event 144733878,0.473696,,,,
Event 144733881,,,,,
Event 144733884,,,,,
Event 144733851,,,,,
Event 144733827,-2.89031,,,,
Event 144733899,,,,,
Event 144733909,-0.995877,,,,
Event 144733883,,,,,
Event 144733888,,,,,
Event 144733908,,,,,
Event 144733907,,,,,
Event 144733906,,,,,
Event 144733936,,,,,
Event 144733941,-2.68907,,,,
Event 144733918,1.08181,,,,
Event 144733869,,,,,
Event 144733873,,,,,
Event 144733972,,,,,
Event 144733955,-2.30195,,,,
Event 144733990,-1.91067,,,,
Event 144733932,1.09345,,,,
Event 144733996,,,,,
Event 144733920,,,,,
Event 144733913,,,,,
Event 144733994,,,,,
Event 144734009,,,,,
Event 144734000,,,,,
Event 144733973,,,,,
Event 144733963,,,,,
Event 144734019,,,,,
Event 144734002,,,,,
Event 144734030,-0.0317807,,,,
Event 144734036,-1.735,,,,
Event 144734020,,,,,
Event 144734012,,,,,
Event 144734024,,,,,
Event 144734013,-0.386241,,,,
Event 144734026,,,,,
Event 144734037,,,,,
Event 144734057,1.28815,,,,
Event 144733998,,,,,
Event 144734051,,,,,
Event 144734054,,,,,
Event 144734059,,,,,
Event 144734084,,,,,
Event 144734022,1.37659,,,,
Event 144734071,,,,,
Event 144734080,,,,,
Event 144734063,1.45231,,,,
Event 144734074,,,,,
Event 144734108,,,,,
Event 144734081,,,,,
Event 144734092,-1.07174,,,,
Event 144734119,-1.34265,,,,
Event 144734048,,,,,
Event 144734109,,,,,
Event 144734075,,,,,
Event 144734099,0.848985,,,,
Event 144734136,,,,,
Event 144734120,,,,,
Event 144734123,1.53012,,,,
Event 144734146,,,,,
Event 144734135,,,,,
Event 144734145,1.85718,,,,
Event 144734143,,,,,
Event 144734144,,,,,
Event 144734138,,,,,
Event 144734173,,,,,
Event 144734152,-2.79536,,,,
Event 144734151,-0.00326773,,,,
Event 144734147,-1.58745,,,,
Event 144734166,,,,,
Event 144734182,,,,,
Event 144734126,0.76096,,,,
Event 144734194,,,,,
Event 144734202,,,,,
Event 144734207,,,,,
Event 144734142,,,,,
Event 144734189,,,,,
Event 144734208,0.75131,,,,
Event 144734171,,,,,
Event 144734225,,,,,
Event 144734221,,,,,
Event 144734079,,,,,
Event 144734218,,,,,
Event 144734243,1.01464,,,,
Event 144734162,,,,,
Event 144734235,,,,,
Event 144734233,,,,,
Event 144734250,,,,,
Event 144734239,,,,,
Event 144734254,,,,,
Event 144734228,,,,,
Event 144734209,,,,,
Event 144734226,0.47489,,,,
Event 144734285,,,,,
Event 144734270,1.5425,,,,
Event 144734261,0.497796,,,,
Event 144734257,0.370182,,,,
Event 144734279,0.0909737,,,,
Event 144734265,,,,,
Event 144734252,,,,,
Event 144734302,1.84908,,,,
Event 144734256,,,,,
Event 144734298,,,,,
Event 144734319,-3.06152,,,,
Event 144734288,,,,,
Event 144734326,,,,,
Event 144734295,1.94173,,,,
Event 144734313,,,,,
Event 144734328,,,,,
Event 144734251,,,,,
Event 144734347,,,,,
Event 144734332,,,,,
Event 144734321,,,,,
Event 144734330,0.451518,,,,
Event 144734320,,,,,
Event 144734354,,,,,
Event 144734314,,,,,
Event 144734348,,,,,
Event 144734351,,,,,
Event 144734365,0.597035,,,,
Event 144734345,,,,,
Event 144734355,-1.78533,,,,
Event 144734359,2.35536,,,,
Event 144734343,0.892718,,,,
Event 144734385,,,,,
Event 144734420,,,,,
Event 144734380,,,,,
Event 144734402,2.64395,,,,
Event 144734403,,,,,
Event 144734423,,,,,
Event 144734364,,,,,
Event 144734413,,,,,
Event 144734390,,,,,
Event 144734399,0.322615,,,,
Event 144734439,,,,,
Event 144734454,,,,,
Event 144734449,,,,,
Event 144734424,,,,,
Event 144734446,,,,,
Event 144734456,2.76765,0.00819678,,,
Event 144734474,,,,,
Event 144734476,2.17242,,,,
Event 144734478,,,,,
Event 144734429,,,,,
Event 144734430,,,,,
Event 144734462,,,,,
Event 144734493,0.728487,,,,
Event 144734461,,,,,
Event 144734500,-0.322569,,,,
Event 144734501,,,,,
Event 144734486,-0.929238,,,,
Event 144734508,,,,,
Event 144734427,0.241758,,,,
Event 144734506,,,,,
Event 144734481,,,,,
Event 144734492,0.742805,,,,
Event 144734505,-1.66596,,,,
Event 144734535,-1.23347,,,,
Event 144734499,,,,,
Event 144734541,-1.59362,,,,
Event 144734539,,,,,
Event 144734511,-1.7902,,,,
Event 144734529,,,,,
Event 144734466,0.526528,,,,
Event 144734564,-1.6467,,,,
Event 144734571,,,,,
Event 144734512,,,,,
Event 144734583,-0.155984,,,,
Event 144734566,,,,,
Event 144734592,,,,,
Event 144734573,-1.91809,,,,
Event 144734578,,,,,
Event 144734559,,,,,
Event 144734546,-2.69583,,,,
Event 144734549,-3.09416,,,,
Event 144734579,,,,,
Event 144734627,,,,,
Event 144734596,-1.20931,,,,
Event 144734601,,,,,
Event 144734616,,,,,
Event 144734636,,,,,
Event 144734585,,,,,
Event 144734612,,,,,
Event 144734615,,,,,
Event 144734647,,,,,
Event 144734621,0.516702,,,,
Event 144734631,,,,,
Event 144734589,,,,,
Event 144734654,,,,,
Event 144734673,,,,,
Event 144734657,-1.12753,,,,
Event 144734659,,,,,
Event 144734635,,,,,
Event 144734705,-2.54659,,,,
Event 144734667,,,,,
Event 144734683,,,,,
Event 144734686,,,,,
Event 144734620,-1.03409,,,,
Event 144734723,,,,,
Event 144734724,,,,,
Event 144734695,,,,,
Event 144734668,,,,,
Event 144734766,,,,,
Event 144734765,0.807711,,,,
Event 144734764,2.43616,,,,
Event 144734709,,,,,
Event 144734719,,,,,
Event 144734788,,,,,
Event 144734800,,,,,
Event 144734799,,,,,
Event 144734646,,,,,
Event 144734809,2.13035,,,,
Event 144734834,,,,,
Event 144734791,,,,,
Event 144734770,,,,,
Event 144734739,1.98766,,,,
Event 144734769,,,,,
Event 144734842,,,,,
Event 144734863,,,,,
Event 144734735,,,,,
Event 144734848,-2.44403,,,,
Event 144734790,1.4071,,,,
Event 144734815,,,,,
Event 144734867,-0.0455661,0.825663,,,
Event 144734807,,,,,
Event 144734862,,,,,
Event 144734876,,,,,
Event 144734778,,,,,
Event 144734830,2.4714,,,,
Event 144734871,,,,,
Event 144734895,,,,,
Event 144734880,-0.0306775,,,,
Event 144734856,,,,,
Event 144734881,,,,,
Event 144734877,3.03317,,,,
Event 144734864,,,,,
Event 144734889,,,,,
Event 144734898,,,,,
Event 144734872,-2.62827,,,,
Event 144734918,,,,,
Event 144734902,2.21049,,,,
Event 144734942,,,,,
Event 144734897,,,,,
Event 144734948,,,,,
Event 144734900,,,,,
Event 144734885,-3.0635,,,,
Event 144734893,,,,,
Event 144734963,0.843433,,,,
Event 144734953,,,,,
Event 144734951,,,,,
Event 144734954,0.885177,,,,
Event 144734970,,,,,
Event 144734961,,,,,
Event 144734910,-0.630506,,,,
Event 144734982,3.03298,,,,
Event 144734968,,,,,
Event 144734973,,,,,
Event 144734976,,,,,
Event 144734983,,,,,
Event 144734984,,,,,
Event 144735018,,,,,
Event 144734964,,,,,
Event 144735004,,,,,
Event 144735024,,,,,
Event 144735008,,,,,
Event 144734993,-1.60732,,,,
Event 144734992,1.93102,,,,
Event 144735059,,,,,
Event 144735052,,,,,
Event 144734986,,,,,
Event 144735075,,,,,
Event 144735036,,,,,
Event 144735069,-1.70544,,,,
Event 144735068,,,,,
Event 144735076,,,,,
Event 144735080,,,,,
Event 144735050,,,,,
Event 144735079,,,,,
Event 144735081,-0.329188,,,,
Event 144735074,1.41831,,,,
Event 144735077,2.48485,,,,
Event 144735121,-1.47828,,,,
Event 144735104,-2.55857,,,,
Event 144735137,,,,,
Event 144735154,,,,,
Event 144735114,,,,,
Event 144735134,,,,,
Event 144735150,0.806889,,,,
Event 144735153,,,,,
Event 144734998,,,,,
Event 144735142,,,,,
Event 144735167,,,,,
Event 144735159,,,,,
Event 144735178,,,,,
Event 144735162,,,,,
Event 144735182,,,,,
Event 144735201,,,,,
Event 144735175,-2.98727,,,,
Event 144735213,,,,,
Event 144735209,,,,,
Event 144735226,1.91033,,,,
Event 144735147,,,,,
Event 144735183,0.312879,,,,
Event 144735239,,,,,
Event 144735169,2.88146,,,,
Event 144735227,,,,,
Event 144735203,1.51819,,,,
Event 144735220,,,,,
Event 144735171,,,,,
Event 144735229,,,,,
Event 144735263,,,,,
Event 144735242,,,,,
Event 144735254,-1.03197,,,,
Event 144735255,,,,,
Event 144735215,-0.979345,,,,
Event 144735276,,,,,
Event 144735264,,,,,
Event 144735257,0.65779,,,,
Event 144735266,,,,,
Event 144735287,,,,,
Event 144735228,,,,,
Event 144735295,,,,,
Event 144735326,,,,,
Event 144735302,,,,,
Event 144735282,-2.92982,,,,
Event 144735275,,,,,
Event 144735289,,,,,
Event 144735307,,,,,
Event 144735298,,,,,
Event 144735278,,,,,
Event 144735328,,,,,
Event 144735353,-2.84879,,,,
Event 144735354,,,,,
Event 144735349,,,,,
Event 144735357,,,,,
Event 144735343,,,,,
Event 144735333,,,,,
Event 144735352,,,,,
Event 144735366,,,,,
Event 144735371,,,,,
Event 144735336,,,,,
Event 144735376,,,,,
Event 144735387,-0.893371,,,,
Event 144735392,-0.223126,,,,
Event 144735391,1.26915,,,,
Event 144735370,,,,,
Event 144735402,,,,,
Event 144735432,,,,,
Event 144735325,,,,,
Event 144735403,0.991086,,,,
Event 144735408,,,,,
Event 144735433,,,,,
Event 144735438,,,,,
Event 144735407,1.92837,,,,
Event 144735440,,,,,
Event 144735461,,,,,
Event 144735439,0.581199,,,,
Event 144735446,,,,,
Event 144735410,,,,,
Event 144735469,,,,,
Event 144735473,0.494714,,,,
Event 144735465,,,,,
Event 144735443,,,,,
Event 144735491,-0.855448,,,,
Event 144735494,,,,,
Event 144735437,,,,,
Event 144735509,,,,,
Event 144735466,,,,,
Event 144735505,,,,,
Event 144735514,,,,,
Event 144735526,,,,,
Event 144735492,,,,,
Event 144735464,,,,,
Event 144735528,-2.76593,,,,
Event 144735533,-2.77304,,,,
Event 144735520,,,,,
Event 144735499,,,,,
Event 144735496,,,,,
Event 144735530,,,,,
Event 144735517,0.164124,,,,
Event 144735551,-1.44113,,,,
Event 144735553,,,,,
Event 144735558,,,,,
Event 144735557,,,,,
Event 144735560,,,,,
Event 144735556,,,,,
Event 144735588,,,,,
Event 144735573,,,,,
Event 144735584,2.69197,,,,
Event 144735577,,,,,
Event 144735595,,,,,
Event 144735598,,,,,
Event 144735606,,,,,
Event 144735618,-0.276511,,,,
Event 144735547,,,,,
Event 144735622,0.25424,,,,
Event 144735636,-1.62462,,,,
Event 144735663,,,,,
Event 144735678,,,,,
Event 144735580,,,,,
Event 144735653,,,,,
Event 144735617,,,,,
Event 144735688,,,,,
Event 144735703,,,,,
Event 144735704,,,,,
Event 144735594,,,,,
Event 144735673,,,,,
Event 144735658,,,,,
Event 144735711,,,,,
Event 144735706,,,,,
Event 144735718,,,,,
Event 144735682,,,,,
Event 144735732,2.2435,,,,
Event 144735699,,,,,
Event 144735727,,,,,
Event 144735751,,,,,
Event 144735680,-2.90489,,,,
Event 144735738,,,,,
Event 144735691,-0.448663,,,,
Event 144735746,,,,,
Event 144735734,,,,,
Event 144735753,,,,,
Event 144735741,,,,,
Event 144735643,,,,,
Event 144735754,,,,,
Event 144735735,,,,,
Event 144735768,,,,,
Event 144735775,,,,,
Event 144735648,-0.733628,,,,
Event 144735785,,,,,
Event 144735773,-1.87282,,,,
Event 144735780,0.438736,,,,
Event 144735757,,,,,
Event 144735804,,,,,
Event 144735767,1.12641,,,,
Event 144735781,,,,,
Event 144735791,1.72646,,,,
Event 144735830,,,,,
Event 144735816,-0.19031,,,,
Event 144735868,,,,,
Event 144735744,-0.365226,0.51817,2.04206,,
Event 144735798,,,,,
Event 144735807,,,,,
Event 144735860,,,,,
Event 144735787,2.52001,,,,
Event 144735793,,,,,
Event 144735817,,,,,
Event 144735823,,,,,
Event 144735850,,,,,
Event 144735872,,,,,
Event 144735810,,,,,
Event 144735863,,,,,
Event 144735841,-0.375893,,,,
Event 144735896,,,,,
Event 144735871,-0.494012,,,,
Event 144735879,,,,,
